web-scraper-order,web-scraper-start-url,Chien_links_description,Chien_links_description-href,Race,Age,Adresse,Price,Nom,Lien_image
"1738976067-726","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4934038","Chiot bichon Maltais","5 mois","Keur Massar, Sénégal","150 000 CFA","Chiot bichon Maltais","150 000 CFA"
"1738976070-727","https://sn.coinafrique.com/categorie/chiens?page=1","Lolou de pomeranien","https://sn.coinafrique.com/annonce/chiens/lolou-de-pomeranien-4934169","Lolou de pomeranien","5 mois","Dakar, Sénégal","700 000 CFA","Lolou de pomeranien","700 000 CFA"
"1738976073-728","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4935684","Chiot Bichon","5 mois","Mamelles, Dakar, Sénégal","180 000 CFA","Chiot Bichon","180 000 CFA"
"1738976076-729","https://sn.coinafrique.com/categorie/chiens?page=1","Couple de chiot de race","https://sn.coinafrique.com/annonce/chiens/couple-de-chiot-de-race-4937044","Couple de chiot de race","5 mois","Ngor, Dakar, Sénégal","75 000 CFA","Couple de chiot de race","75 000 CFA"
"1738976078-730","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4943304","Chiot Berger Allemand","4 mois","Thies, Sénégal","100 000 CFA","Chiot Berger Allemand","100 000 CFA"
"1738976081-731","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot chihuahua","https://sn.coinafrique.com/annonce/chiens/chiot-chihuahua-4946002","Chiot chihuahua","4 mois","Ngaparou, Sénégal","390 000 CFA","Chiot chihuahua","390 000 CFA"
"1738976084-732","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4951773","Chiots Pitbull","4 mois","Dakar, Sénégal","200 000 CFA","Chiots Pitbull","200 000 CFA"
"1738976086-733","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Boerboel","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4951796","Chiot Boerboel","4 mois","Dakar, Sénégal","250 000 CFA","Chiot Boerboel","250 000 CFA"
"1738976089-734","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4951836","Chiot Bichon","4 mois","Sacré-Coeur, Dakar, Sénégal","120 000 CFA","Chiot Bichon","120 000 CFA"
"1738976092-735","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4953869","Chiot Labrador","4 mois","Mbao, Dakar, Sénégal","Prix sur demande","Chiot Labrador","Prix sur demande"
"1738976095-736","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4953991","Chiot Bichon Maltais","4 mois","Mbao, Dakar, Sénégal","120 000 CFA","Chiot Bichon Maltais","120 000 CFA"
"1738976098-737","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Havanais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-4955373","Chiot Bichon Havanais","4 mois","Mermoz-Sacré Coeur, Dakar, Sénégal","80 000 CFA","Chiot Bichon Havanais","80 000 CFA"
"1738976100-738","https://sn.coinafrique.com/categorie/chiens?page=1","chiot boerboel","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4960771","chiot boerboel","4 mois","Mbour, Sénégal","500 000 CFA","chiot boerboel","500 000 CFA"
"1738976103-739","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots croisé Boer et Root","https://sn.coinafrique.com/annonce/chiens/chiots-croise-boer-et-root-4919750","Chiots croisé Boer et Root","4 mois","Cambérène, Dakar, Sénégal","150 000 CFA","Chiots croisé Boer et Root","150 000 CFA"
"1738976106-740","https://sn.coinafrique.com/categorie/chiens?page=1","berger malinois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-4964122","berger malinois","4 mois","Keur Massar, Sénégal","300 000 CFA","berger malinois","300 000 CFA"
"1738976109-741","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4968555","Bichon maltais","4 mois","Sicap Liberté, Dakar, Sénégal","180 000 CFA","Bichon maltais","180 000 CFA"
"1738976112-742","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon maltais pur race","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-pur-race-4968565","Bichon maltais pur race","4 mois","Sicap Liberté, Dakar, Sénégal","180 000 CFA","Bichon maltais pur race","180 000 CFA"
"1738976114-743","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4969271","Chiot Berger Malinois","4 mois","Rufisque, Sénégal","200 000 CFA","Chiot Berger Malinois","200 000 CFA"
"1738976117-744","https://sn.coinafrique.com/categorie/chiens?page=1","Chien","https://sn.coinafrique.com/annonce/chiens/chien-4969495","Chien","4 mois","Keur Massar, Sénégal","350 000 CFA","Chien","350 000 CFA"
"1738976120-745","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4970950","Chiot Berger Allemand","4 mois","Dakar, Sénégal","200 000 CFA","Chiot Berger Allemand","200 000 CFA"
"1738976122-746","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Boerboel","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4978052","Chiot Boerboel","4 mois","Sacré-Coeur, Dakar, Sénégal","500 000 CFA","Chiot Boerboel","500 000 CFA"
"1738976125-747","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4993670","Chiot Bichon Maltais","3 mois","Yoff, Dakar, Sénégal","300 000 CFA","Chiot Bichon Maltais","300 000 CFA"
"1738976128-748","https://sn.coinafrique.com/categorie/chiens?page=1","Femelle berger allemand","https://sn.coinafrique.com/annonce/chiens/femelle-berger-allemand-4996884","Femelle berger allemand","3 mois","Diamniadio, Sénégal","160 000 CFA","Femelle berger allemand","160 000 CFA"
"1738976131-749","https://sn.coinafrique.com/categorie/chiens?page=1","Berger allemand femelle","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4996897","Berger allemand femelle","3 mois","Diamniadio, Sénégal","155 000 CFA","Berger allemand femelle","155 000 CFA"
"1738976134-750","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4997477","Chiot Berger Malinois","3 mois","Mbour, Sénégal","230 000 CFA","Chiot Berger Malinois","230 000 CFA"
"1738976136-751","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-5002622","Chiots Bichon Maltais","3 mois","Dakar, Sénégal","Prix sur demande","Chiots Bichon Maltais","Prix sur demande"
"1738976139-752","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots labrador pure race","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-pure-race-5002785","Chiots labrador pure race","3 mois","Mbao, Dakar, Sénégal","Prix sur demande","Chiots labrador pure race","Prix sur demande"
"1738976142-753","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5004868","Chiot Rottweiler","3 mois","Dakar, Sénégal","250 CFA","Chiot Rottweiler","250 CFA"
"1738976144-754","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5006641","Chiot Berger Allemand","3 mois","Niaga, Sénégal","130 000 CFA","Chiot Berger Allemand","130 000 CFA"
"1738976147-755","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5008410","Chiot Berger Allemand","3 mois","Sacré-Coeur, Dakar, Sénégal","250 000 CFA","Chiot Berger Allemand","250 000 CFA"
"1738976150-756","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5013765","Chiots Berger Allemand","3 mois","Saint Louis, Sénégal","250 000 CFA","Chiots Berger Allemand","250 000 CFA"
"1738976153-757","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5016564","Chiot Berger Allemand","3 mois","Guediawaye, Dakar, Sénégal","350 000 CFA","Chiot Berger Allemand","350 000 CFA"
"1738976155-758","https://sn.coinafrique.com/categorie/chiens?page=1","Boerboel male","https://sn.coinafrique.com/annonce/chiens/boerboel-male-5024103","Boerboel male","3 mois","Sacré-Coeur, Dakar, Sénégal","300 000 CFA","Boerboel male","300 000 CFA"
"1738976158-759","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5028791","Chiot Husky","3 mois","Point E, Dakar, Sénégal","Prix sur demande","Chiot Husky","Prix sur demande"
"1738976161-760","https://sn.coinafrique.com/categorie/chiens?page=1","Husky femelle","https://sn.coinafrique.com/annonce/chiens/husky-femelle-5034883","Husky femelle","3 mois","Sacré-Coeur, Dakar, Sénégal","450 000 CFA","Husky femelle","450 000 CFA"
"1738976164-761","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5038674","Chiot Berger Malinois","2 mois","Sacré-Coeur, Dakar, Sénégal","250 000 CFA","Chiot Berger Malinois","250 000 CFA"
"1738976167-762","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5040967","Chiot Berger Allemand","2 mois","Mbao, Dakar, Sénégal","120 000 CFA","Chiot Berger Allemand","120 000 CFA"
"1738976169-763","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5044649","Chiot Rottweiler","2 mois","Mbao, Dakar, Sénégal","300 000 CFA","Chiot Rottweiler","300 000 CFA"
"1738976172-764","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot chihuahuas","https://sn.coinafrique.com/annonce/chiens/chiot-chihuahuas-5045245","Chiot chihuahuas","2 mois","Sicap Liberté, Dakar, Sénégal","250 000 CFA","Chiot chihuahuas","250 000 CFA"
"1738976175-765","https://sn.coinafrique.com/categorie/chiens?page=1","Caniche mâle","https://sn.coinafrique.com/annonce/chiens/caniche-male-5054275","Caniche mâle","2 mois","Almadies 2, Dakar, Sénégal","650 000 CFA","Caniche mâle","650 000 CFA"
"1738976178-766","https://sn.coinafrique.com/categorie/chiens?page=1","Bichons maltais d'italie","https://sn.coinafrique.com/annonce/chiens/bichons-maltais-ditalie-5060732","Bichons maltais d'italie","2 mois","Thies, Sénégal","150 000 CFA","Bichons maltais d'italie","150 000 CFA"
"1738976180-767","https://sn.coinafrique.com/categorie/chiens?page=1","Femelle berger allemand 4 mois","https://sn.coinafrique.com/annonce/chiens/femelle-berger-allemand-4-mois-5065991","Femelle berger allemand 4 mois","2 mois","Dakar, Sénégal","Prix sur demande","Femelle berger allemand 4 mois","Prix sur demande"
"1738976183-768","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5074658","Chiot Bichon Maltais","2 mois","Sicap Liberté, Dakar, Sénégal","110 000 CFA","Chiot Bichon Maltais","110 000 CFA"
"1738976186-769","https://sn.coinafrique.com/categorie/chiens?page=1","Berger malinois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-5078573","Berger malinois","2 mois","Mbao, Dakar, Sénégal","250 000 CFA","Berger malinois","250 000 CFA"
"1738976189-770","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085579","Chiot Bichon Maltais","1 mois","Sicap Liberté, Dakar, Sénégal","80 000 CFA","Chiot Bichon Maltais","80 000 CFA"
"1738976191-771","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085597","Chiot Bichon Maltais","1 mois","Sicap Liberté, Dakar, Sénégal","80 000 CFA","Chiot Bichon Maltais","80 000 CFA"
"1738976194-772","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085599","Chiot Bichon Maltais","1 mois","Sicap Liberté, Dakar, Sénégal","80 000 CFA","Chiot Bichon Maltais","80 000 CFA"
"1738976197-773","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5090975","Chiot Bichon Maltais","1 mois","Mbao, Dakar, Sénégal","Prix sur demande","Chiot Bichon Maltais","Prix sur demande"
"1738976200-774","https://sn.coinafrique.com/categorie/chiens?page=1","Berger allemand femelles","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelles-5102644","Berger allemand femelles","1 mois","Sacré-Coeur, Dakar, Sénégal","200 000 CFA","Berger allemand femelles","200 000 CFA"
"1738976202-775","https://sn.coinafrique.com/categorie/chiens?page=1","Berger allemand femelles","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelles-5102655","Berger allemand femelles","1 mois","Sacré-Coeur, Dakar, Sénégal","200 000 CFA","Berger allemand femelles","200 000 CFA"
"1738976205-776","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5104979","Chiot Bichon Maltais","1 mois","Mbao, Dakar, Sénégal","Prix sur demande","Chiot Bichon Maltais","Prix sur demande"
"1738976208-777","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-5107152","Chiot","1 mois","Ouakam, Dakar, Sénégal","80 000 CFA","Chiot","80 000 CFA"
"1738976211-778","https://sn.coinafrique.com/categorie/chiens?page=1","bichon mâle adulte","https://sn.coinafrique.com/annonce/chiens/bichon-male-adulte-5110151","bichon mâle adulte","1 mois","Mamelles, Dakar, Sénégal","120 000 CFA","bichon mâle adulte","120 000 CFA"
"1738976213-779","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots dog canaries","https://sn.coinafrique.com/annonce/chiens/chiots-dog-canaries-5112459","Chiots dog canaries","1 mois","Keur Massar, Sénégal","Prix sur demande","Chiots dog canaries","Prix sur demande"
"1738976216-780","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5114394","Chiot Berger Allemand","1 mois","Fann, Dakar, Sénégal","210 000 CFA","Chiot Berger Allemand","210 000 CFA"
"1738976219-781","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5114859","Chiot Bichon","1 mois","Ouakam, Dakar, Sénégal","140 000 CFA","Chiot Bichon","140 000 CFA"
"1738976222-782","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5118298","Chiot Husky","1 mois","Dakar, Sénégal","Prix sur demande","Chiot Husky","Prix sur demande"
"1738976224-783","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot pitbull 4 mois","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4-mois-5123496","Chiot pitbull 4 mois","1 mois","Sicap Liberté, Dakar, Sénégal","150 000 CFA","Chiot pitbull 4 mois","150 000 CFA"
"1738976227-784","https://sn.coinafrique.com/categorie/chiens?page=1","Chien","https://sn.coinafrique.com/annonce/chiens/chien-5124976","Chien","1 mois","Dakar, Sénégal","275 CFA","Chien","275 CFA"
"1738976230-785","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074","Chiot Berger Allemand","29 jours","Sacré-Coeur, Dakar, Sénégal","250 000 CFA","Chiot Berger Allemand","250 000 CFA"
"1738976233-786","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon femelle vaccinée","https://sn.coinafrique.com/annonce/chiens/bichon-femelle-vaccinee-5127870","Bichon femelle vaccinée","29 jours","Mamelles, Dakar, Sénégal","150 000 CFA","Bichon femelle vaccinée","150 000 CFA"
"1738976235-787","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon femelle vaccinée","https://sn.coinafrique.com/annonce/chiens/bichon-femelle-vaccinee-5131391","Bichon femelle vaccinée","26 jours","Mamelles, Dakar, Sénégal","150 000 CFA","Bichon femelle vaccinée","150 000 CFA"
"1738976238-788","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922","Chiot Berger Allemand","26 jours","Dakar, Sénégal","250 000 CFA","Chiot Berger Allemand","250 000 CFA"
"1738976241-789","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Bichons","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780","Chiots Bichons","24 jours","Mamelles, Dakar, Sénégal","175 000 CFA","Chiots Bichons","175 000 CFA"
"1738976244-790","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517","Chiot Labrador","23 jours","Mbao, Dakar, Sénégal","Prix sur demande","Chiot Labrador","Prix sur demande"
